"Date","Price","Open","High","Low","Change %"
"Jul 18, 2013","7.987","7.987","7.987","7.987","-0.81%"
"Jul 17, 2013","8.052","8.052","8.052","8.052","-0.20%"
"Jul 16, 2013","8.068","8.068","8.068","8.068","6.86%"
"Jul 15, 2013","7.550","7.550","7.550","7.550","0.20%"
"Jul 12, 2013","7.535","7.535","7.535","7.535","0.87%"
"Jul 11, 2013","7.470","7.470","7.470","7.470","-0.69%"
"Jul 10, 2013","7.522","7.522","7.522","7.522","-0.34%"
"Jul 09, 2013","7.548","7.548","7.548","7.548","-0.32%"
"Jul 08, 2013","7.572","7.572","7.572","7.572","1.00%"
"Jul 05, 2013","7.497","7.497","7.497","7.497","1.05%"
"Jul 04, 2013","7.419","7.419","7.419","7.419","-1.11%"
"Jul 03, 2013","7.502","7.502","7.502","7.502","0.51%"
"Jul 02, 2013","7.464","7.464","7.464","7.464","0.12%"
"Jul 01, 2013","7.455","7.455","7.455","7.455","0.22%"
"Jun 28, 2013","7.439","7.439","7.439","7.439","-1.56%"
"Jun 27, 2013","7.557","7.557","7.557","7.557","-0.29%"
"Jun 26, 2013","7.579","7.579","7.579","7.579","1.09%"
"Jun 25, 2013","7.497","7.497","7.497","7.497","-0.28%"
"Jun 24, 2013","7.518","7.518","7.518","7.518","1.10%"
"Jun 23, 2013","7.436","7.436","7.436","7.436","0.04%"
"Jun 21, 2013","7.433","7.433","7.433","7.433","0.54%"
"Jun 20, 2013","7.393","7.393","7.393","7.393","1.79%"
"Jun 19, 2013","7.263","7.263","7.263","7.263","-0.22%"
"Jun 18, 2013","7.279","7.279","7.279","7.279","0.33%"
"Jun 17, 2013","7.255","7.255","7.255","7.255","-0.85%"
"Jun 16, 2013","7.317","7.317","7.317","7.317","0.04%"
"Jun 14, 2013","7.314","7.314","7.314","7.314","-0.23%"
"Jun 13, 2013","7.331","7.331","7.331","7.331","0.55%"
"Jun 12, 2013","7.291","7.291","7.291","7.291","-0.15%"
"Jun 11, 2013","7.302","7.302","7.302","7.302","0.33%"
"Jun 10, 2013","7.278","7.278","7.278","7.278","0.50%"
"Jun 08, 2013","7.242","7.242","7.242","7.242","0.00%"
"Jun 07, 2013","7.242","7.242","7.242","7.242","0.42%"
"Jun 06, 2013","7.212","7.212","7.212","7.212","0.06%"
"Jun 05, 2013","7.208","7.208","7.208","7.208","0.22%"
"Jun 04, 2013","7.192","7.192","7.192","7.192","-0.72%"
"Jun 03, 2013","7.244","7.244","7.244","7.244","-2.67%"
"May 31, 2013","7.443","7.443","7.443","7.443","0.03%"
"May 30, 2013","7.441","7.441","7.441","7.441","0.69%"
"May 29, 2013","7.390","7.390","7.390","7.390","0.46%"
"May 28, 2013","7.356","7.356","7.356","7.356","0.29%"
"May 27, 2013","7.335","7.335","7.335","7.335","-0.08%"
"May 25, 2013","7.341","7.341","7.341","7.341","0.00%"
"May 24, 2013","7.341","7.341","7.341","7.341","-0.56%"
"May 23, 2013","7.382","7.382","7.382","7.382","0.23%"
"May 22, 2013","7.365","7.365","7.365","7.365","0.19%"
"May 21, 2013","7.351","7.351","7.351","7.351","0.18%"
"May 20, 2013","7.338","7.338","7.338","7.338","-0.89%"
"May 17, 2013","7.404","7.404","7.404","7.404","0.18%"
"May 16, 2013","7.391","7.391","7.391","7.391","-0.89%"
"May 15, 2013","7.457","7.457","7.457","7.457","-0.20%"
"May 14, 2013","7.472","7.472","7.472","7.472","-1.49%"
"May 13, 2013","7.585","7.585","7.585","7.585","-0.01%"
"May 10, 2013","7.586","7.586","7.586","7.586","-0.25%"
"May 09, 2013","7.605","7.605","7.605","7.605","-1.16%"
"May 08, 2013","7.694","7.694","7.694","7.694","-0.63%"
"May 07, 2013","7.743","7.743","7.743","7.743","-0.08%"
"May 06, 2013","7.749","7.749","7.749","7.749","0.18%"
"May 03, 2013","7.735","7.735","7.735","7.735","0.16%"
"May 02, 2013","7.723","7.723","7.723","7.723","-0.10%"
"May 01, 2013","7.731","7.731","7.731","7.731","0.00%"
"Apr 30, 2013","7.731","7.731","7.731","7.731","-0.40%"
"Apr 29, 2013","7.762","7.762","7.762","7.762","0.25%"
"Apr 26, 2013","7.743","7.743","7.743","7.743","-0.39%"
"Apr 25, 2013","7.773","7.773","7.773","7.773","0.44%"
"Apr 24, 2013","7.739","7.739","7.739","7.739","0.06%"
"Apr 23, 2013","7.734","7.734","7.734","7.734","-0.25%"
"Apr 22, 2013","7.753","7.753","7.753","7.753","-0.37%"
"Apr 19, 2013","7.782","7.782","7.782","7.782","0.06%"
"Apr 18, 2013","7.777","7.777","7.777","7.777","-0.33%"
"Apr 17, 2013","7.803","7.803","7.803","7.803","-0.26%"
"Apr 16, 2013","7.823","7.823","7.823","7.823","-0.10%"
"Apr 15, 2013","7.831","7.831","7.831","7.831","-0.48%"
"Apr 12, 2013","7.869","7.869","7.869","7.869","-0.39%"
"Apr 11, 2013","7.900","7.900","7.900","7.900","0.01%"
"Apr 10, 2013","7.899","7.899","7.899","7.899","0.22%"
"Apr 09, 2013","7.882","7.882","7.882","7.882","-0.35%"
"Apr 08, 2013","7.910","7.910","7.910","7.910","-0.26%"
"Apr 05, 2013","7.931","7.931","7.931","7.931","-0.39%"
"Apr 04, 2013","7.962","7.962","7.962","7.962","-0.03%"
"Apr 03, 2013","7.964","7.964","7.964","7.964","-0.36%"
"Apr 02, 2013","7.993","7.993","7.993","7.993","0.41%"
"Mar 29, 2013","7.960","7.960","7.960","7.960","0.11%"
"Mar 28, 2013","7.951","7.951","7.951","7.951","-0.49%"
"Mar 27, 2013","7.990","7.990","7.990","7.990","0.00%"
"Mar 26, 2013","7.990","7.990","7.990","7.990","0.53%"
"Mar 25, 2013","7.948","7.948","7.948","7.948","-0.16%"
"Mar 22, 2013","7.961","7.961","7.961","7.961","0.35%"
"Mar 21, 2013","7.933","7.933","7.933","7.933","0.14%"
"Mar 20, 2013","7.922","7.922","7.922","7.922","0.24%"
"Mar 19, 2013","7.903","7.903","7.903","7.903","0.24%"
"Mar 18, 2013","7.884","7.884","7.884","7.884","0.27%"
"Mar 17, 2013","7.863","7.863","7.863","7.863","0.03%"
"Mar 15, 2013","7.861","7.861","7.861","7.861","-0.05%"
"Mar 14, 2013","7.865","7.865","7.865","7.865","-0.48%"
"Mar 13, 2013","7.903","7.903","7.903","7.903","0.19%"
"Mar 12, 2013","7.888","7.888","7.888","7.888","0.61%"
"Mar 11, 2013","7.840","7.840","7.840","7.840","0.01%"
"Mar 08, 2013","7.839","7.839","7.839","7.839","-0.29%"
"Mar 07, 2013","7.862","7.862","7.862","7.862","0.03%"
"Mar 06, 2013","7.860","7.860","7.860","7.860","-0.14%"
"Mar 05, 2013","7.871","7.871","7.871","7.871","-0.18%"
"Mar 04, 2013","7.885","7.885","7.885","7.885","-0.29%"
"Mar 01, 2013","7.908","7.908","7.908","7.908","0.46%"
"Feb 28, 2013","7.872","7.872","7.872","7.872","0.95%"
"Feb 27, 2013","7.798","7.798","7.798","7.798","-0.23%"
"Feb 26, 2013","7.816","7.816","7.816","7.816","0.23%"
"Feb 25, 2013","7.798","7.798","7.798","7.798","-0.01%"
"Feb 22, 2013","7.799","7.799","7.799","7.799","-0.17%"
"Feb 21, 2013","7.812","7.812","7.812","7.812","0.10%"
"Feb 20, 2013","7.804","7.804","7.804","7.804","-0.29%"
"Feb 19, 2013","7.827","7.827","7.827","7.827","0.04%"
"Feb 18, 2013","7.824","7.824","7.824","7.824","-0.10%"
"Feb 17, 2013","7.832","7.832","7.832","7.832","0.00%"
"Feb 15, 2013","7.832","7.832","7.832","7.832","0.18%"
"Feb 14, 2013","7.818","7.818","7.818","7.818","-0.33%"
"Feb 13, 2013","7.844","7.844","7.844","7.844","-0.29%"
"Feb 12, 2013","7.867","7.867","7.867","7.867","0.11%"
"Feb 11, 2013","7.858","7.858","7.858","7.858","0.18%"
"Feb 09, 2013","7.844","7.844","7.844","7.844","0.01%"
"Feb 08, 2013","7.843","7.843","7.843","7.843","-0.44%"
"Feb 07, 2013","7.878","7.878","7.878","7.878","-0.37%"
"Feb 06, 2013","7.907","7.907","7.907","7.907","-0.20%"
"Feb 05, 2013","7.923","7.923","7.923","7.923","-0.18%"
"Feb 04, 2013","7.937","7.937","7.937","7.937","0.40%"
"Feb 01, 2013","7.905","7.905","7.905","7.905","-0.09%"
"Jan 31, 2013","7.912","7.912","7.912","7.912","0.27%"
"Jan 30, 2013","7.891","7.891","7.891","7.891","0.56%"
"Jan 29, 2013","7.847","7.847","7.847","7.847","-0.20%"
"Jan 28, 2013","7.863","7.863","7.863","7.863","-0.28%"
"Jan 25, 2013","7.885","7.885","7.885","7.885","0.00%"
"Jan 24, 2013","7.885","7.885","7.885","7.885","0.27%"
"Jan 23, 2013","7.864","7.864","7.864","7.864","0.19%"
"Jan 22, 2013","7.849","7.849","7.849","7.849","-0.15%"
"Jan 21, 2013","7.861","7.861","7.861","7.861","0.00%"
"Jan 18, 2013","7.861","7.861","7.861","7.861","0.31%"
"Jan 17, 2013","7.837","7.837","7.837","7.837","-0.56%"
"Jan 16, 2013","7.881","7.881","7.881","7.881","0.63%"
"Jan 15, 2013","7.832","7.832","7.832","7.832","0.41%"
"Jan 14, 2013","7.800","7.800","7.800","7.800","-0.88%"
"Jan 13, 2013","7.869","7.869","7.869","7.869","0.04%"
"Jan 11, 2013","7.866","7.866","7.866","7.866","-0.14%"
"Jan 10, 2013","7.877","7.877","7.877","7.877","-0.25%"
"Jan 09, 2013","7.897","7.897","7.897","7.897","-0.11%"
"Jan 08, 2013","7.906","7.906","7.906","7.906","0.08%"
"Jan 07, 2013","7.900","7.900","7.900","7.900","-0.42%"
"Jan 05, 2013","7.933","7.933","7.933","7.933","0.04%"
"Jan 04, 2013","7.930","7.930","7.930","7.930","-0.46%"
"Jan 03, 2013","7.967","7.967","7.967","7.967","-0.33%"
"Jan 02, 2013","7.993","7.993","7.993","7.993","-0.01%"
"Jan 01, 2013","7.994","7.994","7.994","7.994","-0.68%"
"Dec 31, 2012","8.049","8.049","8.049","8.049","-0.72%"
"Dec 30, 2012","8.107","8.107","8.107","8.107","0.00%"
"Dec 29, 2012","8.107","8.107","8.107","8.107","0.01%"
"Dec 28, 2012","8.106","8.106","8.106","8.106","-0.06%"
"Dec 27, 2012","8.111","8.111","8.111","8.111","-0.01%"
"Dec 26, 2012","8.112","8.112","8.112","8.112","-0.23%"
"Dec 25, 2012","8.131","8.131","8.131","8.131","0.02%"
"Dec 24, 2012","8.129","8.129","8.129","8.129","-0.17%"
"Dec 23, 2012","8.143","8.143","8.143","8.143","0.00%"
"Dec 22, 2012","8.143","8.143","8.143","8.143","0.00%"
"Dec 21, 2012","8.143","8.143","8.143","8.143","-0.13%"
"Dec 20, 2012","8.154","8.154","8.154","8.154","0.00%"
"Dec 19, 2012","8.154","8.154","8.154","8.154","0.07%"
"Dec 18, 2012","8.148","8.148","8.148","8.148","0.10%"
"Dec 17, 2012","8.140","8.140","8.140","8.140","-0.02%"
"Dec 15, 2012","8.142","8.142","8.142","8.142","0.00%"
"Dec 14, 2012","8.142","8.142","8.142","8.142","-0.20%"
"Dec 13, 2012","8.158","8.158","8.158","8.158","-0.23%"
"Dec 12, 2012","8.177","8.177","8.177","8.177","-0.01%"
"Dec 11, 2012","8.178","8.178","8.178","8.178","0.07%"
"Dec 10, 2012","8.172","8.172","8.172","8.172","0.16%"
"Dec 07, 2012","8.159","8.159","8.159","8.159","-0.13%"
"Dec 06, 2012","8.170","8.170","8.170","8.170","-0.01%"
"Dec 05, 2012","8.171","8.171","8.171","8.171","0.00%"
"Dec 04, 2012","8.171","8.171","8.171","8.171","-0.04%"
"Dec 03, 2012","8.174","8.174","8.174","8.174","-0.04%"
"Dec 01, 2012","8.177","8.177","8.177","8.177","0.02%"
"Nov 30, 2012","8.175","8.175","8.175","8.175","-0.38%"
"Nov 29, 2012","8.206","8.206","8.206","8.206","0.18%"
"Nov 28, 2012","8.191","8.191","8.191","8.191","0.00%"
"Nov 27, 2012","8.191","8.191","8.191","8.191","-0.16%"
"Nov 26, 2012","8.204","8.204","8.204","8.204","-0.32%"
"Nov 24, 2012","8.230","8.230","8.230","8.230","0.00%"
"Nov 23, 2012","8.230","8.230","8.230","8.230","0.05%"
"Nov 22, 2012","8.226","8.226","8.226","8.226","0.22%"
"Nov 21, 2012","8.208","8.208","8.208","8.208","0.09%"
"Nov 20, 2012","8.201","8.201","8.201","8.201","0.12%"
"Nov 19, 2012","8.191","8.191","8.191","8.191","-0.02%"
"Nov 17, 2012","8.193","8.193","8.193","8.193","0.00%"
"Nov 16, 2012","8.193","8.193","8.193","8.193","0.04%"
"Nov 15, 2012","8.190","8.190","8.190","8.190","-0.28%"
"Nov 13, 2012","8.213","8.213","8.213","8.213","0.02%"
"Nov 12, 2012","8.211","8.211","8.211","8.211","-0.05%"
"Nov 10, 2012","8.215","8.215","8.215","8.215","0.00%"
"Nov 09, 2012","8.215","8.215","8.215","8.215","0.29%"
"Nov 08, 2012","8.191","8.191","8.191","8.191","0.00%"
"Nov 07, 2012","8.191","8.191","8.191","8.191","0.10%"
"Nov 06, 2012","8.183","8.183","8.183","8.183","-0.15%"
"Nov 05, 2012","8.195","8.195","8.195","8.195","-0.04%"
"Nov 03, 2012","8.198","8.198","8.198","8.198","0.01%"
"Nov 02, 2012","8.197","8.197","8.197","8.197","0.07%"
"Nov 01, 2012","8.191","8.191","8.191","8.191","-0.29%"
"Oct 31, 2012","8.215","8.215","8.215","8.215","0.42%"
"Oct 30, 2012","8.181","8.181","8.181","8.181","0.59%"
"Oct 29, 2012","8.133","8.133","8.133","8.133","0.04%"
"Oct 26, 2012","8.130","8.130","8.130","8.130","0.02%"
"Oct 25, 2012","8.128","8.128","8.128","8.128","-0.11%"
"Oct 24, 2012","8.137","8.137","8.137","8.137","0.02%"
"Oct 23, 2012","8.135","8.135","8.135","8.135","0.04%"
"Oct 22, 2012","8.132","8.132","8.132","8.132","0.04%"
"Oct 20, 2012","8.129","8.129","8.129","8.129","0.01%"
"Oct 19, 2012","8.128","8.128","8.128","8.128","-0.09%"
"Oct 18, 2012","8.135","8.135","8.135","8.135","-0.21%"
"Oct 17, 2012","8.152","8.152","8.152","8.152","0.00%"
"Oct 16, 2012","8.152","8.152","8.152","8.152","-0.21%"
"Oct 15, 2012","8.169","8.169","8.169","8.169","-0.01%"
"Oct 13, 2012","8.170","8.170","8.170","8.170","0.01%"
"Oct 12, 2012","8.169","8.169","8.169","8.169","0.09%"
"Oct 11, 2012","8.162","8.162","8.162","8.162","0.09%"
"Oct 10, 2012","8.155","8.155","8.155","8.155","0.15%"
"Oct 09, 2012","8.143","8.143","8.143","8.143","-0.07%"
"Oct 08, 2012","8.149","8.149","8.149","8.149","-0.16%"
"Oct 06, 2012","8.162","8.162","8.162","8.162","0.04%"
"Oct 05, 2012","8.159","8.159","8.159","8.159","0.12%"
"Oct 04, 2012","8.149","8.149","8.149","8.149","0.02%"
"Oct 03, 2012","8.147","8.147","8.147","8.147","-0.17%"
"Oct 02, 2012","8.161","8.161","8.161","8.161","0.00%"
"Oct 01, 2012","8.161","8.161","8.161","8.161","0.11%"
"Sep 29, 2012","8.152","8.152","8.152","8.152","0.04%"
"Sep 28, 2012","8.149","8.149","8.149","8.149","-0.16%"
"Sep 27, 2012","8.162","8.162","8.162","8.162","-0.07%"
"Sep 26, 2012","8.168","8.168","8.168","8.168","0.00%"
"Sep 25, 2012","8.168","8.168","8.168","8.168","0.16%"
"Sep 24, 2012","8.155","8.155","8.155","8.155","-0.15%"
"Sep 23, 2012","8.167","8.167","8.167","8.167","0.00%"
"Sep 22, 2012","8.167","8.167","8.167","8.167","0.02%"
"Sep 21, 2012","8.165","8.165","8.165","8.165","0.06%"
"Sep 20, 2012","8.160","8.160","8.160","8.160","-0.10%"
"Sep 19, 2012","8.168","8.168","8.168","8.168","0.04%"
"Sep 18, 2012","8.165","8.165","8.165","8.165","-0.18%"
"Sep 17, 2012","8.180","8.180","8.180","8.180","0.00%"
"Sep 15, 2012","8.180","8.180","8.180","8.180","0.04%"
"Sep 14, 2012","8.177","8.177","8.177","8.177","0.04%"
"Sep 13, 2012","8.174","8.174","8.174","8.174","-0.29%"
"Sep 12, 2012","8.198","8.198","8.198","8.198","0.18%"
"Sep 11, 2012","8.183","8.183","8.183","8.183","0.07%"
"Sep 10, 2012","8.177","8.177","8.177","8.177","-0.29%"
"Sep 08, 2012","8.201","8.201","8.201","8.201","0.01%"
"Sep 07, 2012","8.200","8.200","8.200","8.200","0.50%"
"Sep 06, 2012","8.159","8.159","8.159","8.159","-0.24%"
"Sep 05, 2012","8.179","8.179","8.179","8.179","-0.40%"
"Sep 04, 2012","8.212","8.212","8.212","8.212","-0.04%"
"Sep 03, 2012","8.215","8.215","8.215","8.215","-0.32%"
"Sep 01, 2012","8.241","8.241","8.241","8.241","0.00%"
"Aug 31, 2012","8.241","8.241","8.241","8.241","0.57%"
"Aug 30, 2012","8.194","8.194","8.194","8.194","0.21%"
"Aug 29, 2012","8.177","8.177","8.177","8.177","0.04%"
"Aug 28, 2012","8.174","8.174","8.174","8.174","-0.15%"
"Aug 27, 2012","8.186","8.186","8.186","8.186","-0.29%"
"Aug 25, 2012","8.210","8.210","8.210","8.210","0.04%"
"Aug 24, 2012","8.207","8.207","8.207","8.207","-0.26%"
"Aug 23, 2012","8.228","8.228","8.228","8.228","0.09%"
"Aug 22, 2012","8.221","8.221","8.221","8.221","-0.29%"
"Aug 21, 2012","8.245","8.245","8.245","8.245","0.10%"
"Aug 18, 2012","8.237","8.237","8.237","8.237","0.00%"
"Aug 17, 2012","8.237","8.237","8.237","8.237","-0.34%"
"Aug 16, 2012","8.265","8.265","8.265","8.265","0.54%"
"Aug 15, 2012","8.221","8.221","8.221","8.221","0.02%"
"Aug 14, 2012","8.219","8.219","8.219","8.219","0.18%"
"Aug 13, 2012","8.204","8.204","8.204","8.204","0.42%"
"Aug 11, 2012","8.170","8.170","8.170","8.170","0.07%"
"Aug 10, 2012","8.164","8.164","8.164","8.164","0.28%"
"Aug 09, 2012","8.141","8.141","8.141","8.141","0.04%"
"Aug 08, 2012","8.138","8.138","8.138","8.138","-0.13%"
"Aug 07, 2012","8.149","8.149","8.149","8.149","-0.89%"
"Aug 06, 2012","8.222","8.222","8.222","8.222","-0.41%"
"Aug 05, 2012","8.256","8.256","8.256","8.256","0.00%"
"Aug 04, 2012","8.256","8.256","8.256","8.256","0.00%"
"Aug 03, 2012","8.256","8.256","8.256","8.256","0.45%"
"Aug 02, 2012","8.219","8.219","8.219","8.219","-0.13%"
"Aug 01, 2012","8.230","8.230","8.230","8.230","-0.18%"
"Jul 31, 2012","8.245","8.245","8.245","8.245","1.19%"
"Jul 30, 2012","8.148","8.148","8.148","8.148","0.36%"
"Jul 28, 2012","8.119","8.119","8.119","8.119","0.00%"
"Jul 27, 2012","8.119","8.119","8.119","8.119","0.07%"
"Jul 26, 2012","8.113","8.113","8.113","8.113","0.15%"
"Jul 25, 2012","8.101","8.101","8.101","8.101","0.38%"
"Jul 24, 2012","8.070","8.070","8.070","8.070","0.05%"
"Jul 23, 2012","8.066","8.066","8.066","8.066","-0.16%"
"Jul 21, 2012","8.079","8.079","8.079","8.079","0.05%"
"Jul 20, 2012","8.075","8.075","8.075","8.075","-0.12%"
"Jul 19, 2012","8.085","8.085","8.085","8.085","0.24%"
"Jul 18, 2012","8.066","8.066","8.066","8.066","-0.30%"
"Jul 17, 2012","8.090","8.090","8.090","8.090","0.51%"
"Jul 16, 2012","8.049","8.049","8.049","8.049","-0.64%"
"Jul 14, 2012","8.101","8.101","8.101","8.101","0.06%"
"Jul 13, 2012","8.096","8.096","8.096","8.096","-0.10%"
"Jul 12, 2012","8.104","8.104","8.104","8.104","-0.47%"
"Jul 11, 2012","8.142","8.142","8.142","8.142","-0.11%"
"Jul 10, 2012","8.151","8.151","8.151","8.151","0.04%"
"Jul 09, 2012","8.148","8.148","8.148","8.148","-0.11%"
"Jul 08, 2012","8.157","8.157","8.157","8.157","0.00%"
"Jul 07, 2012","8.157","8.157","8.157","8.157","0.04%"
"Jul 06, 2012","8.154","8.154","8.154","8.154","-0.26%"
"Jul 05, 2012","8.175","8.175","8.175","8.175","0.20%"
"Jul 04, 2012","8.159","8.159","8.159","8.159","-0.23%"
"Jul 03, 2012","8.178","8.178","8.178","8.178","-2.45%"
"Jul 02, 2012","8.383","8.383","8.383","8.383","-0.08%"
"Jul 01, 2012","8.390","8.390","8.390","8.390","0.00%"
"Jun 30, 2012","8.390","8.390","8.390","8.390","0.12%"
"Jun 29, 2012","8.380","8.380","8.380","8.380","0.19%"
"Jun 28, 2012","8.364","8.364","8.364","8.364","0.11%"
"Jun 27, 2012","8.355","8.355","8.355","8.355","0.14%"
"Jun 26, 2012","8.343","8.343","8.343","8.343","0.17%"
"Jun 25, 2012","8.329","8.329","8.329","8.329","-0.24%"
"Jun 23, 2012","8.349","8.349","8.349","8.349","0.04%"
"Jun 22, 2012","8.346","8.346","8.346","8.346","0.04%"
"Jun 21, 2012","8.343","8.343","8.343","8.343","-0.54%"
"Jun 20, 2012","8.388","8.388","8.388","8.388","0.00%"
"Jun 19, 2012","8.388","8.388","8.388","8.388","-0.47%"
"Jun 18, 2012","8.428","8.428","8.428","8.428","1.08%"
"Jun 16, 2012","8.338","8.338","8.338","8.338","0.02%"
"Jun 15, 2012","8.336","8.336","8.336","8.336","0.12%"
"Jun 14, 2012","8.326","8.326","8.326","8.326","0.41%"
"Jun 13, 2012","8.292","8.292","8.292","8.292","-0.02%"
"Jun 12, 2012","8.294","8.294","8.294","8.294","-0.42%"
"Jun 11, 2012","8.329","8.329","8.329","8.329","-0.37%"
"Jun 09, 2012","8.360","8.360","8.360","8.360","0.07%"
"Jun 08, 2012","8.354","8.354","8.354","8.354","0.08%"
"Jun 07, 2012","8.347","8.347","8.347","8.347","-0.29%"
"Jun 06, 2012","8.371","8.371","8.371","8.371","0.47%"
"Jun 05, 2012","8.332","8.332","8.332","8.332","-0.12%"
"Jun 04, 2012","8.342","8.342","8.342","8.342","-0.33%"
"Jun 02, 2012","8.370","8.370","8.370","8.370","0.01%"
"Jun 01, 2012","8.369","8.369","8.369","8.369","-0.10%"
"May 31, 2012","8.377","8.377","8.377","8.377","-1.71%"
"May 30, 2012","8.523","8.523","8.523","8.523","0.06%"
"May 29, 2012","8.518","8.518","8.518","8.518","0.07%"
"May 28, 2012","8.512","8.512","8.512","8.512","-0.02%"
"May 26, 2012","8.514","8.514","8.514","8.514","0.06%"
"May 25, 2012","8.509","8.509","8.509","8.509","0.14%"
"May 24, 2012","8.497","8.497","8.497","8.497","-0.19%"
"May 23, 2012","8.513","8.513","8.513","8.513","-0.08%"
"May 22, 2012","8.520","8.520","8.520","8.520","-0.26%"
"May 21, 2012","8.542","8.542","8.542","8.542","0.20%"
"May 19, 2012","8.525","8.525","8.525","8.525","0.00%"
"May 18, 2012","8.525","8.525","8.525","8.525","0.35%"
"May 17, 2012","8.495","8.495","8.495","8.495","-0.26%"
"May 16, 2012","8.517","8.517","8.517","8.517","0.26%"
"May 15, 2012","8.495","8.495","8.495","8.495","-0.27%"
"May 14, 2012","8.518","8.518","8.518","8.518","-0.60%"
"May 12, 2012","8.569","8.569","8.569","8.569","0.05%"
"May 11, 2012","8.565","8.565","8.565","8.565","0.04%"
"May 10, 2012","8.562","8.562","8.562","8.562","0.01%"
"May 09, 2012","8.561","8.561","8.561","8.561","0.23%"
"May 08, 2012","8.541","8.541","8.541","8.541","-1.71%"
"May 07, 2012","8.690","8.690","8.690","8.690","0.45%"
"May 06, 2012","8.651","8.651","8.651","8.651","0.00%"
"May 05, 2012","8.651","8.651","8.651","8.651","0.24%"
"May 04, 2012","8.630","8.630","8.630","8.630","0.13%"
"May 03, 2012","8.619","8.619","8.619","8.619","-0.19%"
"May 02, 2012","8.635","8.635","8.635","8.635","-0.46%"
"May 01, 2012","8.675","8.675","8.675","8.675","0.05%"
"Apr 30, 2012","8.671","8.671","8.671","8.671","0.22%"
"Apr 28, 2012","8.652","8.652","8.652","8.652","0.06%"
"Apr 27, 2012","8.647","8.647","8.647","8.647","-0.09%"
"Apr 26, 2012","8.655","8.655","8.655","8.655","0.31%"
"Apr 25, 2012","8.628","8.628","8.628","8.628","0.71%"
"Apr 24, 2012","8.567","8.567","8.567","8.567","-0.01%"
"Apr 23, 2012","8.568","8.568","8.568","8.568","0.23%"
"Apr 21, 2012","8.548","8.548","8.548","8.548","0.06%"
"Apr 20, 2012","8.543","8.543","8.543","8.543","1.59%"
"Apr 19, 2012","8.409","8.409","8.409","8.409","0.60%"
"Apr 18, 2012","8.359","8.359","8.359","8.359","0.22%"
"Apr 17, 2012","8.341","8.341","8.341","8.341","-1.35%"
"Apr 16, 2012","8.455","8.455","8.455","8.455","-0.19%"
"Apr 14, 2012","8.471","8.471","8.471","8.471","0.04%"
"Apr 13, 2012","8.468","8.468","8.468","8.468","0.34%"
"Apr 12, 2012","8.439","8.439","8.439","8.439","-1.24%"
"Apr 11, 2012","8.545","8.545","8.545","8.545","-0.54%"
"Apr 10, 2012","8.591","8.591","8.591","8.591","-0.41%"
"Apr 09, 2012","8.626","8.626","8.626","8.626","-0.77%"
"Apr 08, 2012","8.693","8.693","8.693","8.693","0.00%"
"Apr 05, 2012","8.693","8.693","8.693","8.693","0.06%"
"Apr 04, 2012","8.688","8.688","8.688","8.688","-0.55%"
"Apr 03, 2012","8.736","8.736","8.736","8.736","1.72%"
"Mar 31, 2012","8.588","8.588","8.588","8.588","0.19%"
"Mar 30, 2012","8.572","8.572","8.572","8.572","-0.40%"
"Mar 29, 2012","8.606","8.606","8.606","8.606","-0.16%"
"Mar 28, 2012","8.620","8.620","8.620","8.620","1.39%"
"Mar 27, 2012","8.502","8.502","8.502","8.502","0.35%"
"Mar 26, 2012","8.472","8.472","8.472","8.472","1.05%"
"Mar 23, 2012","8.384","8.384","8.384","8.384","0.10%"
"Mar 22, 2012","8.376","8.376","8.376","8.376","-0.18%"
"Mar 21, 2012","8.391","8.391","8.391","8.391","-0.24%"
"Mar 20, 2012","8.411","8.411","8.411","8.411","-0.06%"
"Mar 19, 2012","8.416","8.416","8.416","8.416","-0.14%"
"Mar 17, 2012","8.428","8.428","8.428","8.428","0.07%"
"Mar 16, 2012","8.422","8.422","8.422","8.422","0.74%"
"Mar 15, 2012","8.360","8.360","8.360","8.360","0.95%"
"Mar 14, 2012","8.281","8.281","8.281","8.281","-0.48%"
"Mar 13, 2012","8.321","8.321","8.321","8.321","0.33%"
"Mar 12, 2012","8.294","8.294","8.294","8.294","0.11%"
"Mar 10, 2012","8.285","8.285","8.285","8.285","0.05%"
"Mar 09, 2012","8.281","8.281","8.281","8.281","0.47%"
"Mar 08, 2012","8.242","8.242","8.242","8.242","0.01%"
"Mar 07, 2012","8.241","8.241","8.241","8.241","0.11%"
"Mar 06, 2012","8.232","8.232","8.232","8.232","0.05%"
"Mar 05, 2012","8.228","8.228","8.228","8.228","0.04%"
"Mar 03, 2012","8.225","8.225","8.225","8.225","0.01%"
"Mar 02, 2012","8.224","8.224","8.224","8.224","-0.16%"
"Mar 01, 2012","8.237","8.237","8.237","8.237","0.46%"
"Feb 29, 2012","8.199","8.199","8.199","8.199","-0.16%"
"Feb 28, 2012","8.212","8.212","8.212","8.212","-0.21%"
"Feb 27, 2012","8.229","8.229","8.229","8.229","0.02%"
"Feb 25, 2012","8.227","8.227","8.227","8.227","0.01%"
"Feb 24, 2012","8.226","8.226","8.226","8.226","0.37%"
"Feb 23, 2012","8.196","8.196","8.196","8.196","-0.32%"
"Feb 22, 2012","8.222","8.222","8.222","8.222","0.60%"
"Feb 21, 2012","8.173","8.173","8.173","8.173","-0.18%"
